signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.10134.user.leaklive.post.12602,1419385125,leaklive,12602,, ,2023-03-03 22:23:01+00:00,https://t.me/leaklive/12602,,,33288,0,83,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.1928651573777e+18,35.0,33ll (6).mp4,,,,,,,,,,,,,,,
msg_iteration.10135.user.leaklive.post.12601,1419385125,leaklive,12601,, ,2023-03-03 22:23:01+00:00,https://t.me/leaklive/12601,,,33185,0,83,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.1928651573777e+18,12.0,33ll (5).mp4,,,,,,,,,,,,,,,
msg_iteration.10136.user.leaklive.post.12600,1419385125,leaklive,12600,, ,2023-03-03 22:23:01+00:00,https://t.me/leaklive/12600,,,33187,0,83,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.1928651573777e+18,8.0,33ll (4).mp4,,,,,,,,,,,,,,,
msg_iteration.10137.user.leaklive.post.12599,1419385125,leaklive,12599,, ,2023-03-03 22:23:01+00:00,https://t.me/leaklive/12599,,,32864,0,84,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.1928651573777e+18,28.0,33ll (3).mp4,,,,,,,,,,,,,,,
msg_iteration.10138.user.leaklive.post.12598,1419385125,leaklive,12598,, ,2023-03-03 22:23:01+00:00,https://t.me/leaklive/12598,,,32904,0,83,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.1928651573777e+18,14.0,33ll (2).mp4,,,,,,,,,,,,,,,
msg_iteration.10139.user.leaklive.post.12597,1419385125,leaklive,12597,,"At least 10 people were killed and several more were injured in a massive explosion and fire at an oil depot in North Jakarta, Indonesia. Follow us -> LiveLeak",2023-03-03 22:23:01+00:00,https://t.me/leaklive/12597,,,32919,0,84,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.1928651573777e+18,43.0,33ll (1).mp4,,,,,,,,,,,,,,,
msg_iteration.10140.user.leaklive.post.12596,1419385125,leaklive,12596,,Taco Bell employee snaps after getting hit by female customers because they ran out of Crunch Wrap Supremes. Someone better check the ingredients in those crunch wraps. More video -> LiveLeak,2023-03-03 21:09:01+00:00,https://t.me/leaklive/12596,,,32370,0,158,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.1928651573777e+18,48.0,32ll.mp4,,,,,,,,,,,,,,,
msg_iteration.10141.user.leaklive.post.12595,1419385125,leaklive,12595,,"Who is at fault in this accident? The scooter guy or the car? The accident happened on Miramar-Campal road, India. More video -> LiveLeak",2023-03-03 19:47:48+00:00,https://t.me/leaklive/12595,,,22854,0,18,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.1928651573777e+18,40.0,31ll.mp4,,,,,,,,,,,,,,,
msg_iteration.10142.user.leaklive.post.12594,1419385125,leaklive,12594,, ,2023-03-03 16:46:12+00:00,https://t.me/leaklive/12594,,,23256,0,21,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,128.0,30 (3).mp4,,,,,,,,,,,,,,,
msg_iteration.10143.user.leaklive.post.12593,1419385125,leaklive,12593,, ,2023-03-03 16:46:12+00:00,https://t.me/leaklive/12593,,,23127,0,20,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,30.0,30 (2).mp4,,,,,,,,,,,,,,,
msg_iteration.10144.user.leaklive.post.12592,1419385125,leaklive,12592,,"USA. Potentially disturbing* “The Civilian Office of Police Accountability released body camera video Wednesday showing a deadly Chicago police shooting in the city's Irving Park neighborhood last month. “Chicago police shot and killed the man, identified by the medical examiner as Isidro Valverde, on Feb. 8 after a bouncer at a nearby bar said the man pointed a gun at him. “At the time, police said there was an exchange of gunfire, but the next day the Civilian Office of Police Accountability said was ‘unclear’ whether the man fired at officers. Now body worn cameras show the officers' views of what happened that night.” Follow us -> LiveLeak",2023-03-03 16:46:12+00:00,https://t.me/leaklive/12592,,,22486,0,20,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,50.0,30 (1).mp4,,,,,,,,,,,,,,,
msg_iteration.10145.user.leaklive.post.12591,1419385125,leaklive,12591,, ,2023-03-03 14:48:01+00:00,https://t.me/leaklive/12591,,,28843,0,97,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.10146.user.leaklive.post.12590,1419385125,leaklive,12590,, ,2023-03-03 14:48:01+00:00,https://t.me/leaklive/12590,,,28747,0,97,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,15.0,9ll (2).mp4,,,,,,,,,,,,,,,
msg_iteration.10147.user.leaklive.post.12589,1419385125,leaklive,12589,,"In Argentina, almost 20 million people were left without electricity because of the fire. Residents of Buenos Aires and four other provinces of Argentina lost electricity. The fire occurred on several pastures in the area of high-voltage power lines. For safety reasons, the operation of services at the NPP was suspended. Follow us -> LiveLeak",2023-03-03 14:48:01+00:00,https://t.me/leaklive/12589,,,28396,0,98,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,17.0,9ll (1).mp4,,,,,,,,,,,,,,,
msg_iteration.10148.user.leaklive.post.12588,1419385125,leaklive,12588,,"Guatemala. Truck drivers disconnect the gears to ""save"" gas and sometimes they can't engage them again thus loosing control over their vehicle, that's what happened in this video. It's called “Angel Gear”. Thank god they saved money on all that gas, now they can pay out the lawsuits. More video -> LiveLeak",2023-03-03 13:32:02+00:00,https://t.me/leaklive/12588,,,23465,0,41,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,9.0,7ll.mp4,,,,,,,,,,,,,,,
msg_iteration.10149.user.leaklive.post.12587,1419385125,leaklive,12587,,"After several earthquakes in Turkey, there is still a danger of sinkholes and displacement of the upper layers of the soil. Follow us -> LiveLeak",2023-03-03 12:44:01+00:00,https://t.me/leaklive/12587,,,24222,0,130,0,,,,,,,1,11999.0,https://t.me/leaklive/11999,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,19.0,8ll.MP4,,,,,,,,,,,,,,,
msg_iteration.10150.user.leaklive.post.12586,1419385125,leaklive,12586,, ,2023-03-03 11:27:29+00:00,https://t.me/leaklive/12586,,,23432,0,40,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.10151.user.leaklive.post.12585,1419385125,leaklive,12585,, ,2023-03-03 11:27:29+00:00,https://t.me/leaklive/12585,,,23376,0,40,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,18.0,6ll  (4).mp4,,,,,,,,,,,,,,,
msg_iteration.10152.user.leaklive.post.12584,1419385125,leaklive,12584,, ,2023-03-03 11:27:29+00:00,https://t.me/leaklive/12584,,,22991,0,41,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,17.0,6ll  (3).mp4,,,,,,,,,,,,,,,
msg_iteration.10153.user.leaklive.post.12583,1419385125,leaklive,12583,, ,2023-03-03 11:27:29+00:00,https://t.me/leaklive/12583,,,23004,0,40,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,18.0,6ll  (2).mp4,,,,,,,,,,,,,,,
msg_iteration.10154.user.leaklive.post.12582,1419385125,leaklive,12582,, ,2023-03-03 11:27:29+00:00,https://t.me/leaklive/12582,,,22978,0,41,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,45.0,6ll  (5).mp4,,,,,,,,,,,,,,,
msg_iteration.10155.user.leaklive.post.12581,1419385125,leaklive,12581,,"USA. Close-up video footage of the tornado churning along the ground on the southside of Shreveport, Louisiana. Notice the power flashes as it takes down lines in its path. Follow us -> LiveLeak",2023-03-03 11:27:29+00:00,https://t.me/leaklive/12581,,,22872,0,42,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.192865157377699e+18,83.0,6ll  (1).mp4,,,,,,,,,,,,,,,
msg_iteration.10156.user.leaklive.post.12580,1419385125,leaklive,12580,,Mexico. Very sooo slow. An elderly disabled man was hit by a bus. More video -> LiveLeak,2023-03-03 02:52:02+00:00,https://t.me/leaklive/12580,,,23705,0,61,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190613357564016e+18,30.0,4ll.mp4,,,,,,,,,,,,,,,
msg_iteration.10157.user.leaklive.post.12579,1419385125,leaklive,12579,,"Bridge under construction collapses in Islamabad, Pakistan. Don’t lie on your resume guys. More video -> LiveLeak",2023-03-03 01:26:02+00:00,https://t.me/leaklive/12579,,,24098,0,42,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190613357564016e+18,13.0,5ll.mp4,,,,,,,,,,,,,,,
msg_iteration.10158.user.leaklive.post.12578,1419385125,leaklive,12578,, ,2023-03-02 23:57:02+00:00,https://t.me/leaklive/12578,,,23067,0,19,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190613357564016e+18,52.0,3Ll (2).mp4,,,,,,,,,,,,,,,
msg_iteration.10159.user.leaklive.post.12577,1419385125,leaklive,12577,,"What did the bull need? A bull rammed a 78-year-old woman into Vietnam. While crossing the street, a woman was suddenly attacked by a bull, and she hit her head on the road, receiving serious injuries. More video -> LiveLeak",2023-03-02 23:57:02+00:00,https://t.me/leaklive/12577,,,22657,0,18,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190613357564016e+18,6.0,3Ll (1).mp4,,,,,,,,,,,,,,,
msg_iteration.10160.user.leaklive.post.12576,1419385125,leaklive,12576,,Video shows fishermen's boat caught in middle of massive shark feeding frenzy off the coast of Louisiana. More video -> LiveLeak,2023-03-02 22:27:01+00:00,https://t.me/leaklive/12576,,,26447,0,260,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190613357564016e+18,37.0,2ll.mp4,,,,,,,,,,,,,,,
msg_iteration.10161.user.leaklive.post.12575,1419385125,leaklive,12575,, ,2023-03-02 21:12:22+00:00,https://t.me/leaklive/12575,,,23811,0,100,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190613357564016e+18,48.0,1ll (3).mp4,,,,,,,,,,,,,,,
msg_iteration.10162.user.leaklive.post.12574,1419385125,leaklive,12574,, ,2023-03-02 21:12:22+00:00,https://t.me/leaklive/12574,,,23729,0,101,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190613357564016e+18,57.0,1ll (2).mp4,,,,,,,,,,,,,,,
msg_iteration.10163.user.leaklive.post.12573,1419385125,leaklive,12573,,The Maryland Office of the Attorney General has released street camera video and bodycam footage from a fatal police pursuit turned crash/collapse; where a fleeing suspect crashed into a building causing a significant collapse on February 8th. The Baltimore Police Department said a pedestrian was transported to Johns Hopkins Hospital in critical condition after a car crashed into a house on East North Avenue and North Wolfe Street. Follow us -> LiveLeak,2023-03-02 21:12:22+00:00,https://t.me/leaklive/12573,,,23535,0,124,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190613357564016e+18,102.0,1ll (1).mp4,,,,,,,,,,,,,,,
msg_iteration.10164.user.leaklive.post.12572,1419385125,leaklive,12572,,"Maharashtra's Nanded district, India. 18-year-old boy died suddenly of a heart attack while dancing at a wedding ceremony. More video -> LiveLeak",2023-03-02 19:34:37+00:00,https://t.me/leaklive/12572,,,27551,0,314,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.190616943861704e+18,29.0,VID_20230302_223411.mp4,,,,,,,,,,,,,,,
