signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.4072.user.surfing_the_kali_yuga.post.24016,1269404313,surfing_the_kali_yuga,24016,,"No ha aprendido la lección de la vida, aquél que cada día no supera un miedo. Julio César. https://youtu.be/Z-cT_niyEC0?si=1HcLYIz83v6dlk8V",2024-09-01 10:05:05+00:00,https://t.me/surfing_the_kali_yuga/24016,,,787,0,10,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4073.user.surfing_the_kali_yuga.post.24015,1269404313,surfing_the_kali_yuga,24015,,"Efemérides, 1 de septiembre de 2022, muerte del diseñador y activista francés Jack Marchal. A él le debemos el estilo tan característico del movimiento Nuevo Orden, en particular las ratas negras, emblema de la derecha radical. Para ir más lejos: revue-elements.com",2024-09-01 09:48:12+00:00,https://t.me/surfing_the_kali_yuga/24015,,,802,0,8,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4074.user.surfing_the_kali_yuga.post.24014,1269404313,surfing_the_kali_yuga,24014,,¡PRESENTE!,2024-09-01 09:39:35+00:00,https://t.me/surfing_the_kali_yuga/24014,,,882,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4075.user.surfing_the_kali_yuga.post.24013,1269404313,surfing_the_kali_yuga,24013,,Es la ley de la guerra que los vencedores traten a los vencidos a su antojo. Julio César.,2024-09-01 08:33:01+00:00,https://t.me/surfing_the_kali_yuga/24013,,,815,0,11,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4076.user.surfing_the_kali_yuga.post.24012,1269404313,surfing_the_kali_yuga,24012,,"Queremos una Europa Nación, no una Europa de mercaderes.",2024-09-01 08:01:01+00:00,https://t.me/surfing_the_kali_yuga/24012,,,807,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4077.user.surfing_the_kali_yuga.post.24011,1269404313,surfing_the_kali_yuga,24011,,"Sin entrenamiento, no existe el conocimiento. Sin conocimiento, no existe la confianza. Sin confianza, la victoria no existe. Julio César.",2024-09-01 07:45:05+00:00,https://t.me/surfing_the_kali_yuga/24011,,,856,0,14,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4078.user.surfing_the_kali_yuga.post.24010,1269404313,surfing_the_kali_yuga,24010,,Sin música la vida sería un error. https://youtu.be/hQM97_iNXhk?si=xf24qaq0GhGSkrJU,2024-09-01 07:30:59+00:00,https://t.me/surfing_the_kali_yuga/24010,,,755,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4079.user.surfing_the_kali_yuga.post.24009,1269404313,surfing_the_kali_yuga,24009,,"Ya no puedo gritar. ¡Me muero de rabia!... Estoy mascando ortigas. La Leyenda Negra, en estos días menguados, es la Historia de España. Nuestra vida es un círculo dantesco. Rabia y vergüenza. Ramón del Valle Inclán. Luces de Bohemia.",2024-09-01 06:41:01+00:00,https://t.me/surfing_the_kali_yuga/24009,,,784,0,9,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4080.user.surfing_the_kali_yuga.post.24008,1269404313,surfing_the_kali_yuga,24008,,La música en una procesión nupcial siempre me recuerda la música de los soldados que van a la batalla. Heinrich Heine. https://youtu.be/OCNfGJwqp4M?si=tsQ4ZK_opEl2vDW5,2024-09-01 06:14:01+00:00,https://t.me/surfing_the_kali_yuga/24008,,,779,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4081.user.surfing_the_kali_yuga.post.24007,1269404313,surfing_the_kali_yuga,24007,,Orientémonos.,2024-09-01 05:49:01+00:00,https://t.me/surfing_the_kali_yuga/24007,,,807,0,12,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
