signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.2118.user.vrillerism.post.11305,1651150690,vrillerism,11305,, ,2024-06-30 12:06:34+00:00,https://t.me/vrillerism/11305,,,833,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2119.user.vrillerism.post.11304,1651150690,vrillerism,11304,, ,2024-06-30 12:06:32+00:00,https://t.me/vrillerism/11304,,,808,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2120.user.vrillerism.post.11303,1651150690,vrillerism,11303,, ,2024-06-30 12:06:30+00:00,https://t.me/vrillerism/11303,,,785,0,6,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2121.user.vrillerism.post.11302,1651150690,vrillerism,11302,, ,2024-06-30 12:06:27+00:00,https://t.me/vrillerism/11302,,,866,0,8,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2122.user.vrillerism.post.11301,1651150690,vrillerism,11301,, ,2024-06-30 01:11:57+00:00,https://t.me/vrillerism/11301,,,936,0,9,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2123.user.vrillerism.post.11300,1651150690,vrillerism,11300,, ,2024-06-30 01:11:53+00:00,https://t.me/vrillerism/11300,,,844,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2124.user.vrillerism.post.11299,1651150690,vrillerism,11299,, ,2024-06-30 01:11:50+00:00,https://t.me/vrillerism/11299,,,800,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2125.user.vrillerism.post.11298,1651150690,vrillerism,11298,, ,2024-06-30 01:11:47+00:00,https://t.me/vrillerism/11298,,,821,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2126.user.vrillerism.post.11297,1651150690,vrillerism,11297,, ,2024-06-30 01:11:42+00:00,https://t.me/vrillerism/11297,,,817,0,9,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2127.user.vrillerism.post.11296,1651150690,vrillerism,11296,, ,2024-06-30 01:11:40+00:00,https://t.me/vrillerism/11296,,,796,0,9,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2128.user.vrillerism.post.11295,1651150690,vrillerism,11295,, ,2024-06-30 01:11:38+00:00,https://t.me/vrillerism/11295,,,768,0,6,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2129.user.vrillerism.post.11294,1651150690,vrillerism,11294,, ,2024-06-30 01:11:29+00:00,https://t.me/vrillerism/11294,,,763,0,12,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2130.user.vrillerism.post.11293,1651150690,vrillerism,11293,, ,2024-06-30 01:11:24+00:00,https://t.me/vrillerism/11293,,,747,0,4,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2131.user.vrillerism.post.11292,1651150690,vrillerism,11292,, ,2024-06-30 01:11:22+00:00,https://t.me/vrillerism/11292,,,780,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2132.user.vrillerism.post.11291,1651150690,vrillerism,11291,, ,2024-06-30 01:11:20+00:00,https://t.me/vrillerism/11291,,,766,0,6,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2133.user.vrillerism.post.11290,1651150690,vrillerism,11290,, ,2024-06-30 01:11:17+00:00,https://t.me/vrillerism/11290,,,801,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2134.user.vrillerism.post.11289,1651150690,vrillerism,11289,, ,2024-06-30 01:11:14+00:00,https://t.me/vrillerism/11289,,,826,0,12,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2135.user.vrillerism.post.11288,1651150690,vrillerism,11288,, ,2024-06-30 01:11:11+00:00,https://t.me/vrillerism/11288,,,761,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2136.user.vrillerism.post.11287,1651150690,vrillerism,11287,, ,2024-06-30 00:30:01+00:00,https://t.me/vrillerism/11287,,,750,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2137.user.vrillerism.post.11286,1651150690,vrillerism,11286,, ,2024-06-30 00:29:58+00:00,https://t.me/vrillerism/11286,,,772,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2138.user.vrillerism.post.11285,1651150690,vrillerism,11285,, ,2024-06-30 00:29:54+00:00,https://t.me/vrillerism/11285,,,773,0,4,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2139.user.vrillerism.post.11284,1651150690,vrillerism,11284,, ,2024-06-30 00:29:52+00:00,https://t.me/vrillerism/11284,,,758,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2140.user.vrillerism.post.11283,1651150690,vrillerism,11283,, ,2024-06-30 00:29:50+00:00,https://t.me/vrillerism/11283,,,776,0,8,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2141.user.vrillerism.post.11282,1651150690,vrillerism,11282,, ,2024-06-30 00:29:47+00:00,https://t.me/vrillerism/11282,,,785,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2142.user.vrillerism.post.11281,1651150690,vrillerism,11281,, ,2024-06-29 21:20:27+00:00,https://t.me/vrillerism/11281,,,864,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.2143.user.vrillerism.post.11280,1651150690,vrillerism,11280,, ,2024-06-29 21:13:38+00:00,https://t.me/vrillerism/11280,,,809,0,4,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
