signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.12278.user.internetpuke.post.38518,1157521395,internetpuke,38518,, ,2023-09-20 16:58:42+00:00,https://t.me/internetpuke/38518,,,3478,0,42,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12279.user.internetpuke.post.38517,1157521395,internetpuke,38517,, ,2023-09-20 16:58:41+00:00,https://t.me/internetpuke/38517,,,3900,0,106,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12280.user.internetpuke.post.38516,1157521395,internetpuke,38516,, ,2023-09-20 16:58:41+00:00,https://t.me/internetpuke/38516,,,5366,0,88,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12281.user.internetpuke.post.38515,1157521395,internetpuke,38515,, ,2023-09-20 16:58:40+00:00,https://t.me/internetpuke/38515,,,3453,0,71,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.789586700640457e+18,60.0,,,,,,,,,,,,,,,,
msg_iteration.12282.user.internetpuke.post.38514,1157521395,internetpuke,38514,, ,2023-09-20 16:58:40+00:00,https://t.me/internetpuke/38514,,,3400,0,24,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12283.user.internetpuke.post.38513,1157521395,internetpuke,38513,, ,2023-09-20 02:46:03+00:00,https://t.me/internetpuke/38513,,,3543,0,48,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12284.user.internetpuke.post.38512,1157521395,internetpuke,38512,, ,2023-09-20 02:45:41+00:00,https://t.me/internetpuke/38512,,,3619,0,47,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.789874738327196e+18,25.134,,,,,,,,,,,,,,,,
msg_iteration.12285.user.internetpuke.post.38511,1157521395,internetpuke,38511,, ,2023-09-20 02:45:41+00:00,https://t.me/internetpuke/38511,,,3517,0,45,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12286.user.internetpuke.post.38510,1157521395,internetpuke,38510,, ,2023-09-20 02:45:41+00:00,https://t.me/internetpuke/38510,,,3438,0,44,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12287.user.internetpuke.post.38509,1157521395,internetpuke,38509,, ,2023-09-20 02:45:41+00:00,https://t.me/internetpuke/38509,,,3702,0,43,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.789874738327196e+18,30.465,,,,,,,,,,,,,,,,
msg_iteration.12288.user.internetpuke.post.38508,1157521395,internetpuke,38508,, ,2023-09-20 02:45:39+00:00,https://t.me/internetpuke/38508,,,3461,0,67,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.789874738327196e+18,57.034,,,,,,,,,,,,,,,,
msg_iteration.12289.user.internetpuke.post.38507,1157521395,internetpuke,38507,, ,2023-09-20 02:45:39+00:00,https://t.me/internetpuke/38507,,,3466,0,32,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12290.user.internetpuke.post.38506,1157521395,internetpuke,38506,, ,2023-09-20 02:45:38+00:00,https://t.me/internetpuke/38506,,,3832,0,47,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12291.user.internetpuke.post.38505,1157521395,internetpuke,38505,, ,2023-09-19 21:02:23+00:00,https://t.me/internetpuke/38505,,,4367,0,107,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5.787207971658272e+18,7.0,IMG_7470.MP4,,,,,,,,,,,,,,,
msg_iteration.12292.user.internetpuke.post.38504,1157521395,internetpuke,38504,, ,2023-09-19 19:15:53+00:00,https://t.me/internetpuke/38504,,,3656,0,59,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12293.user.internetpuke.post.38503,1157521395,internetpuke,38503,, ,2023-09-19 15:55:42+00:00,https://t.me/internetpuke/38503,,,9761,0,254,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
