signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.4065.user.privateart.post.7005,1110044930,privateart,7005,,"Eugène Delacroix ""The Death of Sardanapalus"" 1827 #Delacroix",2022-04-13 20:39:00+00:00,https://t.me/privateart/7005,,,9613,0,44,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4066.user.privateart.post.7004,1110044930,privateart,7004,,"François-Alfred Delobbe ""Sisters"" 1881",2022-04-13 16:55:00+00:00,https://t.me/privateart/7004,,,9792,0,78,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4067.user.privateart.post.7003,1110044930,privateart,7003,,"Jean-Pierre Granger ""Antiochus Sending His Son to Scipio"" 1800",2022-04-13 13:02:00+00:00,https://t.me/privateart/7003,,,9449,0,30,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4068.user.privateart.post.7002,1110044930,privateart,7002,,"Étienne Buffet ""Lecture"" 1938 #Buffet",2022-04-13 09:11:00+00:00,https://t.me/privateart/7002,,,19265,0,98,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4069.user.privateart.post.7000,1110044930,privateart,7000,,"François Gérard ""Napoleon at the Battle of Austerlitz"" 1810 #Gérard",2022-04-13 05:41:00+00:00,https://t.me/privateart/7000,,,9592,0,47,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4070.user.privateart.post.6999,1110044930,privateart,6999,,"Théodore Frère ""The temple of Philae"" 1869",2022-04-12 18:18:00+00:00,https://t.me/privateart/6999,,,9698,0,40,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4071.user.privateart.post.6998,1110044930,privateart,6998,,"Dióscoro Puebla ""The Daughters of El Cid"" 1871",2022-04-12 11:21:00+00:00,https://t.me/privateart/6998,,,9976,0,57,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4072.user.privateart.post.6997,1110044930,privateart,6997,, ,2022-04-12 06:02:00+00:00,https://t.me/privateart/6997,,,10858,0,91,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4073.user.privateart.post.6996,1110044930,privateart,6996,, ,2022-04-12 06:02:00+00:00,https://t.me/privateart/6996,,,10819,0,91,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4074.user.privateart.post.6995,1110044930,privateart,6995,,"Tim Barton ""The Great Attractor"" 2022",2022-04-12 06:02:00+00:00,https://t.me/privateart/6995,,,10636,0,94,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4075.user.privateart.post.6993,1110044930,privateart,6993,,"Casto Plasencia ""Origin of the Roman Republic"" 1877",2022-04-11 18:31:00+00:00,https://t.me/privateart/6993,,,10038,0,42,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4076.user.privateart.post.6992,1110044930,privateart,6992,,"Oscar-Claude Monet ""Water Lilies"" 1906 #Monet",2022-04-11 13:09:00+00:00,https://t.me/privateart/6992,,,13557,0,89,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4077.user.privateart.post.6991,1110044930,privateart,6991,,"Edwin Frederic Church ""Cotopaxi"" 1862 #Church",2022-04-11 09:54:24+00:00,https://t.me/privateart/6991,,,9547,0,107,1,PeerChannel,1110044930.0,privateart,2017-05-06 17:00:08,2017-05-06,https://t.me/privateart/77,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4078.user.privateart.post.6990,1110044930,privateart,6990,,"Luis Menéndez Pidal ""Salus Infirmorum"" 1896",2022-04-11 09:51:00+00:00,https://t.me/privateart/6990,,,9291,0,24,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4079.user.privateart.post.6989,1110044930,privateart,6989,,"Peder Mørk Mønsted ""Sunlit Winter Landscape"" 1919 #Mønsted",2022-04-11 07:02:22+00:00,https://t.me/privateart/6989,,,9308,0,109,1,PeerChannel,1110044930.0,privateart,2017-04-20 17:00:07,2017-04-20,https://t.me/privateart/9,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4080.user.privateart.post.6988,1110044930,privateart,6988,,"Francisco Pradilla Ortiz ""The Capitulation of Granada"" 1882 #Ortiz",2022-04-11 06:21:00+00:00,https://t.me/privateart/6988,,,9365,0,38,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4081.user.privateart.post.6987,1110044930,privateart,6987,,"Vladimir Motsar ""Evil"" 2022 #Motsar",2022-04-10 17:26:00+00:00,https://t.me/privateart/6987,,,10981,0,123,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4082.user.privateart.post.6986,1110044930,privateart,6986,,"Antonio de Pereda ""Still Life with an Ebony Chest"" 1652",2022-04-10 15:51:00+00:00,https://t.me/privateart/6986,,,9843,0,56,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4083.user.privateart.post.6985,1110044930,privateart,6985,,"José Navarro ""Arriving at the Coast"" 1899",2022-04-10 13:19:00+00:00,https://t.me/privateart/6985,,,9572,0,33,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.4084.user.privateart.post.6983,1110044930,privateart,6983,,"Vilhelms Purvītis ""Early Spring"" 1899 #Purvītis",2022-04-10 05:51:00+00:00,https://t.me/privateart/6983,,,9562,0,40,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
