signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.6144.user.jrr_tolkien_quotes.post.6216,1434262516,jrr_tolkien_quotes,6216,,“Mind your P's and Q's.” - The Fellowship of the Ring,2021-08-27 00:00:36+00:00,https://t.me/jrr_tolkien_quotes/6216,,,230,0,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6145.user.jrr_tolkien_quotes.post.6215,1434262516,jrr_tolkien_quotes,6215,, ,2021-08-27 00:00:36+00:00,https://t.me/jrr_tolkien_quotes/6215,,,228,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6146.user.jrr_tolkien_quotes.post.6214,1434262516,jrr_tolkien_quotes,6214,,"“I hope I never smell the smell of apples again!"" said Fili. ""My tub was full of ut. To smell apples everlastingly when you can scarcely move and are cold and sick with hunger is maddening. I could eat anything in the wide world now for hours on end - but not an apple!” - The Hobbit",2021-08-26 16:00:28+00:00,https://t.me/jrr_tolkien_quotes/6214,,,227,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6147.user.jrr_tolkien_quotes.post.6213,1434262516,jrr_tolkien_quotes,6213,, ,2021-08-26 16:00:27+00:00,https://t.me/jrr_tolkien_quotes/6213,,,221,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6148.user.jrr_tolkien_quotes.post.6212,1434262516,jrr_tolkien_quotes,6212,,"“I am not a 'democrat' only because 'humility' and equality are spiritual principles corrupted by the attempt to mechanize and formalize them, with the result that we get not universal smallness and humility, but universal greatness and pride, till some Orc gets hold of a ring of power--and then we get and are getting slavery.” - The Letters of J.R.R. Tolkien",2021-08-26 00:00:28+00:00,https://t.me/jrr_tolkien_quotes/6212,,,251,0,2,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6149.user.jrr_tolkien_quotes.post.6211,1434262516,jrr_tolkien_quotes,6211,, ,2021-08-26 00:00:28+00:00,https://t.me/jrr_tolkien_quotes/6211,,,226,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6150.user.jrr_tolkien_quotes.post.6210,1434262516,jrr_tolkien_quotes,6210,,"“Frodo raised his head, and then stood up. Despair had not left him, but the weakness had passed. He even smiled grimly, feeling now as clearly as a moment before he had felt the opposite, that what he had to do, he had to do, if he could, and that whether Faramir or Aragorn or Elrond or Galadriel or Gandalf or anyone else knew about it was beside the purpose. He took his staff in one hand and the phial in his other. When he saw that the clear light was already welling through his fingers, he thrust it into his bosom and held it against his heart. Then turning from the city of Morgul, now no more than a grey glimmer across a dark gulf, he prepared to take the upward road.” - The Two Towers",2021-08-25 16:00:31+00:00,https://t.me/jrr_tolkien_quotes/6210,,,226,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6151.user.jrr_tolkien_quotes.post.6209,1434262516,jrr_tolkien_quotes,6209,, ,2021-08-25 16:00:31+00:00,https://t.me/jrr_tolkien_quotes/6209,,,218,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6152.user.jrr_tolkien_quotes.post.6208,1434262516,jrr_tolkien_quotes,6208,,"“You will soon be well, if I do not talk you to death.” - The Lord of the Rings",2021-08-24 08:00:33+00:00,https://t.me/jrr_tolkien_quotes/6208,,,239,0,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6153.user.jrr_tolkien_quotes.post.6207,1434262516,jrr_tolkien_quotes,6207,, ,2021-08-24 08:00:33+00:00,https://t.me/jrr_tolkien_quotes/6207,,,240,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6154.user.jrr_tolkien_quotes.post.6206,1434262516,jrr_tolkien_quotes,6206,,"“Thus died Fingolfin, High King of the Noldor, most proud and valiant of the Elven-kings of old.” - The Silmarillion",2021-08-24 00:00:44+00:00,https://t.me/jrr_tolkien_quotes/6206,,,244,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6155.user.jrr_tolkien_quotes.post.6205,1434262516,jrr_tolkien_quotes,6205,,“Thag you mery buch.”,2021-08-23 16:00:42+00:00,https://t.me/jrr_tolkien_quotes/6205,,,248,1,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6156.user.jrr_tolkien_quotes.post.6204,1434262516,jrr_tolkien_quotes,6204,, ,2021-08-23 16:00:41+00:00,https://t.me/jrr_tolkien_quotes/6204,,,242,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6157.user.jrr_tolkien_quotes.post.6203,1434262516,jrr_tolkien_quotes,6203,,"“Upon the hearth the fire is red, Beneath the roof there is a bed But not yet weary are our feet, Still round the corner we may meet A sudden tree or standing stone That none have seen but we alone. Tree and flower and leaf and grass, Let them pass! Let them pass!” - The Fellowship of the Ring",2021-08-23 08:00:38+00:00,https://t.me/jrr_tolkien_quotes/6203,,,234,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6158.user.jrr_tolkien_quotes.post.6202,1434262516,jrr_tolkien_quotes,6202,, ,2021-08-23 08:00:37+00:00,https://t.me/jrr_tolkien_quotes/6202,,,229,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6159.user.jrr_tolkien_quotes.post.6201,1434262516,jrr_tolkien_quotes,6201,,"“But I am the real Strider, fortunately. I am Aragorn son of Arathorn and if by life or death I can save you, I will.” - The Fellowship of the Ring",2021-08-23 00:00:37+00:00,https://t.me/jrr_tolkien_quotes/6201,,,218,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6160.user.jrr_tolkien_quotes.post.6200,1434262516,jrr_tolkien_quotes,6200,, ,2021-08-23 00:00:37+00:00,https://t.me/jrr_tolkien_quotes/6200,,,220,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6161.user.jrr_tolkien_quotes.post.6199,1434262516,jrr_tolkien_quotes,6199,,"“I can manage,"" said Frodo. ""I must.” - The Return of the King",2021-08-22 16:00:31+00:00,https://t.me/jrr_tolkien_quotes/6199,,,240,0,3,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6162.user.jrr_tolkien_quotes.post.6198,1434262516,jrr_tolkien_quotes,6198,, ,2021-08-22 16:00:31+00:00,https://t.me/jrr_tolkien_quotes/6198,,,217,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6163.user.jrr_tolkien_quotes.post.6197,1434262516,jrr_tolkien_quotes,6197,,“You aren't nearly through this adventure yet.”,2021-08-22 08:00:26+00:00,https://t.me/jrr_tolkien_quotes/6197,,,215,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6164.user.jrr_tolkien_quotes.post.6196,1434262516,jrr_tolkien_quotes,6196,,"“Bilbo lay with his eyes shut, gasping an taking pleasure in the feel of the fresh air again, and hardly noticing the excitement of the dwarves, or how they praised him and patted him on the back and put themseves and all their families for generations to come at his service.” - The Hobbit",2021-08-22 00:00:35+00:00,https://t.me/jrr_tolkien_quotes/6196,,,225,0,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6165.user.jrr_tolkien_quotes.post.6195,1434262516,jrr_tolkien_quotes,6195,, ,2021-08-22 00:00:35+00:00,https://t.me/jrr_tolkien_quotes/6195,,,227,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6166.user.jrr_tolkien_quotes.post.6194,1434262516,jrr_tolkien_quotes,6194,,"“The whole thing is quite hopeless, so it's no good worrying about tomorrow. It probably won't come.” - The Return of the King",2021-08-21 16:00:30+00:00,https://t.me/jrr_tolkien_quotes/6194,,,241,0,4,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6167.user.jrr_tolkien_quotes.post.6193,1434262516,jrr_tolkien_quotes,6193,, ,2021-08-21 16:00:30+00:00,https://t.me/jrr_tolkien_quotes/6193,,,212,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6168.user.jrr_tolkien_quotes.post.6192,1434262516,jrr_tolkien_quotes,6192,,“Aiya Earendil Elenion Ancalima!”,2021-08-21 08:00:28+00:00,https://t.me/jrr_tolkien_quotes/6192,,,229,0,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6169.user.jrr_tolkien_quotes.post.6191,1434262516,jrr_tolkien_quotes,6191,, ,2021-08-21 08:00:27+00:00,https://t.me/jrr_tolkien_quotes/6191,,,219,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6170.user.jrr_tolkien_quotes.post.6190,1434262516,jrr_tolkien_quotes,6190,,"“I suppose hobbits need some description nowadays, since they have become rare and shy of the Big People, as they call us. They are (or were) a little people, about half our height, and smaller than the bearded Dwarves. Hobbits have no beards. There is little or no magic about them, except the ordinary everyday sort which helps them to disappear quietly and quickly when large stupid folk like you and me come blundering along, making a noise like elephants which they can hear a mile off. They are inclined to be fat in the stomach they dress in bright colours (chiefly green and yellow) wear no...” - The Hobbit",2021-08-21 00:00:30+00:00,https://t.me/jrr_tolkien_quotes/6190,,,225,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6171.user.jrr_tolkien_quotes.post.6189,1434262516,jrr_tolkien_quotes,6189,, ,2021-08-21 00:00:30+00:00,https://t.me/jrr_tolkien_quotes/6189,,,222,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6172.user.jrr_tolkien_quotes.post.6188,1434262516,jrr_tolkien_quotes,6188,,"“Then Morgoth stretching out his long arm towards Dor-lomin cursed Hurin and Morwen and their offspring, saying: 'Behold! The shadow of my thought shall lie upon them wherever they go, and my hate shall pursue them to the ends of the world.” - The Children of Húrin",2021-08-20 16:00:25+00:00,https://t.me/jrr_tolkien_quotes/6188,,,220,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6173.user.jrr_tolkien_quotes.post.6187,1434262516,jrr_tolkien_quotes,6187,, ,2021-08-20 16:00:24+00:00,https://t.me/jrr_tolkien_quotes/6187,,,225,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6174.user.jrr_tolkien_quotes.post.6186,1434262516,jrr_tolkien_quotes,6186,,"“If you have ever seen a dragon in a pinch, you will realize that this was only poetical exaggeration applied to any hobbit, even to Old Took's great-grand-uncle Bullroarer, who was so huge (for a hobbit) that he could ride a horse. He charged the ranks of the goblins of Mount Gram in the Battle of the Green Fields, and knocked their king Golfimbul's head clean off with a wooden club. It sailed a hundred yards through the air and went down a rabbit-hole, and in this way the battle was won and the game of Golf invented at the same moment.” - The Hobbit",2021-08-20 08:00:34+00:00,https://t.me/jrr_tolkien_quotes/6186,,,228,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6175.user.jrr_tolkien_quotes.post.6185,1434262516,jrr_tolkien_quotes,6185,, ,2021-08-20 08:00:34+00:00,https://t.me/jrr_tolkien_quotes/6185,,,221,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6176.user.jrr_tolkien_quotes.post.6184,1434262516,jrr_tolkien_quotes,6184,,“Trolls simply detest the very sight of dwarves (uncooked).” - The Hobbit,2021-08-20 00:00:27+00:00,https://t.me/jrr_tolkien_quotes/6184,,,212,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6177.user.jrr_tolkien_quotes.post.6183,1434262516,jrr_tolkien_quotes,6183,, ,2021-08-20 00:00:27+00:00,https://t.me/jrr_tolkien_quotes/6183,,,206,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6178.user.jrr_tolkien_quotes.post.6182,1434262516,jrr_tolkien_quotes,6182,,"“Thank you, Sam,"" he said in a cracked whisper. ""How far is there to go?"" I don't know,"" said Sam, ""because I don't know where we're going.”",2021-08-19 16:00:26+00:00,https://t.me/jrr_tolkien_quotes/6182,,,210,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6179.user.jrr_tolkien_quotes.post.6181,1434262516,jrr_tolkien_quotes,6181,, ,2021-08-19 16:00:25+00:00,https://t.me/jrr_tolkien_quotes/6181,,,306,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6180.user.jrr_tolkien_quotes.post.6180,1434262516,jrr_tolkien_quotes,6180,,"“He is not half through yet, and to what he will come in the end not even Elrond can foretell. Not to evil, I think. He may become like a glass filled with a clear light for eyes to see that can.”",2021-08-19 08:00:26+00:00,https://t.me/jrr_tolkien_quotes/6180,,,208,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.6181.user.jrr_tolkien_quotes.post.6179,1434262516,jrr_tolkien_quotes,6179,, ,2021-08-19 08:00:25+00:00,https://t.me/jrr_tolkien_quotes/6179,,,209,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
