signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.1793.user.arcaneaccents.post.160,1954060366,arcaneaccents,160,, ,2023-07-02 11:43:48+00:00,https://t.me/arcaneaccents/160,,,331,0,3,1,PeerChannel,1887764092.0,WhiteArtSubmissions,2023-07-02 04:41:11,2023-07-02,https://t.me/WhiteArtSubmissions/320,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1794.user.arcaneaccents.post.159,1954060366,arcaneaccents,159,, ,2023-07-02 11:43:48+00:00,https://t.me/arcaneaccents/159,,,329,0,2,1,PeerChannel,1887764092.0,WhiteArtSubmissions,2023-07-02 04:41:11,2023-07-02,https://t.me/WhiteArtSubmissions/319,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1795.user.arcaneaccents.post.158,1954060366,arcaneaccents,158,, ,2023-07-02 11:43:48+00:00,https://t.me/arcaneaccents/158,,,328,0,2,1,PeerChannel,1887764092.0,WhiteArtSubmissions,2023-07-02 04:41:11,2023-07-02,https://t.me/WhiteArtSubmissions/318,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1796.user.arcaneaccents.post.157,1954060366,arcaneaccents,157,,"I spent way too long on my art nouveau submission because about halfway through I liked it so much that I decided to sell prints, which led to me having to be extra meticulous. I hope yall enjoy seeing my 110% effort! It was all done in procreate. You can click here if you want to buy a print (or a t shirt, or a coffee mug etc.) You can also zoom in on details on that site and see that it is not actually blurry, its a pretty large image so telegram compresses it a lot.",2023-07-02 11:43:48+00:00,https://t.me/arcaneaccents/157,,,332,0,4,1,PeerChannel,1887764092.0,WhiteArtSubmissions,2023-07-02 04:41:11,2023-07-02,https://t.me/WhiteArtSubmissions/317,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1797.user.arcaneaccents.post.156,1954060366,arcaneaccents,156,,I should start making brooches,2023-07-02 02:45:21+00:00,https://t.me/arcaneaccents/156,,,384,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1798.user.arcaneaccents.post.155,1954060366,arcaneaccents,155,,"I'm not a very good sculptor tbh, but I am pretty good at paint effects and that goes a long way.",2023-07-02 02:35:07+00:00,https://t.me/arcaneaccents/155,,,387,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1799.user.arcaneaccents.post.154,1954060366,arcaneaccents,154,,"Finally looking like an ancient artifact. I might work on the patina a bit more tomorrow before final assembly, but so far I'm really liking this.",2023-07-02 02:32:31+00:00,https://t.me/arcaneaccents/154,,,483,0,1,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,4.972391519567742e+18,8.0,,,,,,,,,,,,,,,,
msg_iteration.1800.user.arcaneaccents.post.152,1954060366,arcaneaccents,152,,Trust the process,2023-07-02 02:05:57+00:00,https://t.me/arcaneaccents/152,,,382,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1801.user.arcaneaccents.post.151,1954060366,arcaneaccents,151,,The false pearls didn't melt. Thank God. I was actually worried they might. 😆,2023-07-01 17:53:54+00:00,https://t.me/arcaneaccents/151,,,385,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1802.user.arcaneaccents.post.150,1954060366,arcaneaccents,150,,Ready for the oven. 😎,2023-07-01 17:23:57+00:00,https://t.me/arcaneaccents/150,,,384,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1803.user.arcaneaccents.post.149,1954060366,arcaneaccents,149,,I caved and am watching Halloween crafting videos. I need help.,2023-07-01 15:47:36+00:00,https://t.me/arcaneaccents/149,,,391,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1804.user.arcaneaccents.post.148,1954060366,arcaneaccents,148,,"While we'll still accept some Art Nouveau submissions over the next day or two, we're going to go ahead and move on to the next theme. July's Monthly White Art Challenge theme is cryptids. Think skin walkers, big foot, gnomes, unicorns, the list goes on! This is a really fun one. Are you a White artist or craftsperson looking for a fun way to connect with like minded people who share your passion for creation? Consider joining our chat! Rules and details can be found here.",2023-07-01 13:49:55+00:00,https://t.me/arcaneaccents/148,,,346,0,2,1,PeerChannel,1887764092.0,WhiteArtSubmissions,2023-07-01 13:48:00,2023-07-01,https://t.me/WhiteArtSubmissions/300,0,,,1,MessageMediaWebPage,1,https://t.me/MonthlyWhiteArtChallenge,t.me,MWAC Artists Chat,A monthly challenge project for the artists and craftsmen of the pro-White community. Please read our rules. https://t.me/MonthlyWhiteArtChallenge/3149,,,,,,,,,,,,,,,,,,,
msg_iteration.1805.user.arcaneaccents.post.147,1954060366,arcaneaccents,147,, ,2023-07-01 02:03:40+00:00,https://t.me/arcaneaccents/147,,,389,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1806.user.arcaneaccents.post.146,1954060366,arcaneaccents,146,,👀,2023-07-01 01:09:54+00:00,https://t.me/arcaneaccents/146,,,404,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1807.user.arcaneaccents.post.145,1954060366,arcaneaccents,145,,Something fun is happening,2023-07-01 00:32:16+00:00,https://t.me/arcaneaccents/145,,,406,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1808.user.arcaneaccents.post.143,1954060366,arcaneaccents,143,,Welcome to all my new subs! It's so exciting and flattering to have so many people appreciate my work. It's great to have you and I hope to continue to create art that captures the attention and appreciation of likeminded racially aware individuals. 🙏,2023-06-27 19:12:16+00:00,https://t.me/arcaneaccents/143,,,550,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1809.user.arcaneaccents.post.142,1954060366,arcaneaccents,142,,"Thank you so much! It was a pleasure making this piece for you. I enjoyed every minute, and my work could not have gone to a better home. ❤️ https://t.me/AboveTimeCoffee/400",2023-06-26 23:39:20+00:00,https://t.me/arcaneaccents/142,,,699,0,2,0,,,,,,,0,,,1,MessageMediaWebPage,1,https://t.me/AboveTimeCoffee/400,t.me,Above Time Coffee Roasters,"We are absolutely blown away by this awesome piece of art made by LaDarc Arts. This was a custom piece where the artist had complete freedom of creativity. To us, this is more than just wall art. This piece has powerful symbolism invoking the strength, history and honor of our European ancestors. This now sits on our family altar in our home. It will be cherished for many years to come and indeed, passed down as an heirloom. We highly recommend LaDarc Arts. She does a wide variety of work in various mediums. Support Folk Economy. Check out her page here: https://t.me/LaDarcArts You can contact her via the comment section on her telegram channel. Thank you, LaDarc Arts, and Hail Demeter!",,,,,,,,,,,,,,,,,,,
msg_iteration.1810.user.arcaneaccents.post.141,1954060366,arcaneaccents,141,,"Have some pretty gladiolus flowers, frens. Hope you're all having a great weekend.",2023-06-24 18:18:06+00:00,https://t.me/arcaneaccents/141,,,674,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1811.user.arcaneaccents.post.140,1954060366,arcaneaccents,140,,"Yesterday, on Midsummer, archeologists announced a monumental find in the Netherlands. A large sacred site with burial mounds and grave fields arranged as a solar calendar, for which it's been called the Dutch Stonehenge. They have found over a million items, which show the site was in use for at least 800 years starting from the early Bronze Age, but probably for much longer afterwards. Because of the way this lovely country works, the site will NOT be preserved. There is an industrial development planned, and the municipality deems it isn't worth protecting since a large scale touristic attraction (like at Stonehenge) can't be realized. This is of course outrageous, and together with Zonnevlam and Swesaz we are organizing action to try and save this sacred site. Please sign the petition so we can put pressure on the municipality! The website is in Dutch but it's very easy, enter your name/initials and email address, then don't forget to confirm your signature through the email they send you! Please share this far and wide! PETITION LINK https://petities.nl/petitions/red-het-heiligdom-van-tiel?locale=nl Article in English https://www.theguardian.com/world/2023/jun/21/archaeologists-unearth-stonehenge-netherlands",2023-06-23 01:52:27+00:00,https://t.me/arcaneaccents/140,,,585,0,1,1,PeerChannel,1607679320.0,redbadshall,2023-06-22 16:35:13,2023-06-22,https://t.me/redbadshall/175,0,,,1,MessageMediaWebPage,1,https://petities.nl/petitions/red-het-heiligdom-van-tiel?locale=nl,petities.nl,Red het Heiligdom van Tiel,"Op 21 juni werd er wereldnieuws aangekondigd: bij Tiel is een oeroud heiligdom gevonden, van dezelfde schaal als de wereldberoemde Engelse Stonehenge. Maar dit prehistorisch erfgoed dreigt verloren te gaan! De grond is bestemd voor industriële loodsen. Dit is een schande, red het heiligdom van Tiel!",,,,,,,,,,,,,,,,,,,
msg_iteration.1812.user.arcaneaccents.post.139,1954060366,arcaneaccents,139,,You ever just look at your kid and wonder how you created something so perfect and beautiful? 🥺😭,2023-06-21 22:20:37+00:00,https://t.me/arcaneaccents/139,,,567,0,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.1813.user.arcaneaccents.post.138,1954060366,arcaneaccents,138,,"In honor of Midsummer and World Music Day, use code ""midsummer"" for 15% off all purchases on Bandcamp! Enter it at checkout! https://asillylittletime.bandcamp.com/",2023-06-21 19:46:10+00:00,https://t.me/arcaneaccents/138,,,528,0,0,1,PeerChannel,1713409935.0,,2023-06-21 18:47:05,2023-06-21,,0,,,1,MessageMediaWebPage,1,https://asillylittletime.bandcamp.com/,asillylittletime.bandcamp.com,,"Just having a silly little time. Primarily a singer, but other things as need be. Please enjoy, and have a Silly Little Time.",,,,,,,,,,,,,,,,,,,
