signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.7874.user.PatriotFrontUpdates.post.13774,1478154831,PatriotFrontUpdates,13774,, ,2023-01-11 00:15:18+00:00,https://t.me/PatriotFrontUpdates/13774,,,5586,0,31,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7875.user.PatriotFrontUpdates.post.13773,1478154831,PatriotFrontUpdates,13773,, ,2023-01-11 00:15:18+00:00,https://t.me/PatriotFrontUpdates/13773,,,5541,0,30,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7876.user.PatriotFrontUpdates.post.13772,1478154831,PatriotFrontUpdates,13772,, ,2023-01-11 00:15:18+00:00,https://t.me/PatriotFrontUpdates/13772,,,5563,0,31,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7877.user.PatriotFrontUpdates.post.13771,1478154831,PatriotFrontUpdates,13771,,"@PatriotFrontUpdates » Activists from Network 9 placed stencils in Washington, DC.",2023-01-11 00:15:17+00:00,https://t.me/PatriotFrontUpdates/13771,,,5317,0,38,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7878.user.PatriotFrontUpdates.post.13770,1478154831,PatriotFrontUpdates,13770,, ,2023-01-11 00:14:49+00:00,https://t.me/PatriotFrontUpdates/13770,,,3786,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7879.user.PatriotFrontUpdates.post.13769,1478154831,PatriotFrontUpdates,13769,, ,2023-01-11 00:14:49+00:00,https://t.me/PatriotFrontUpdates/13769,,,3737,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7880.user.PatriotFrontUpdates.post.13768,1478154831,PatriotFrontUpdates,13768,, ,2023-01-11 00:14:49+00:00,https://t.me/PatriotFrontUpdates/13768,,,3737,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7881.user.PatriotFrontUpdates.post.13767,1478154831,PatriotFrontUpdates,13767,,"@PatriotFrontUpdates » Activists from Network 15 placed signs in South Lyon, Michigan.",2023-01-11 00:14:49+00:00,https://t.me/PatriotFrontUpdates/13767,,,3677,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7882.user.PatriotFrontUpdates.post.13766,1478154831,PatriotFrontUpdates,13766,, ,2023-01-11 00:14:27+00:00,https://t.me/PatriotFrontUpdates/13766,,,3592,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.7883.user.PatriotFrontUpdates.post.13765,1478154831,PatriotFrontUpdates,13765,, ,2023-01-11 00:14:27+00:00,https://t.me/PatriotFrontUpdates/13765,,,3544,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
