signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.552.user.worthfightingfor_telegram.post.17768,1268143151,worthfightingfor_telegram,17768,, ,2024-09-10 14:12:01+00:00,https://t.me/worthfightingfor_telegram/17768,,,2827,3,17,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.553.user.worthfightingfor_telegram.post.17767,1268143151,worthfightingfor_telegram,17767,, ,2024-09-10 13:42:01+00:00,https://t.me/worthfightingfor_telegram/17767,,,3047,0,18,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.554.user.worthfightingfor_telegram.post.17766,1268143151,worthfightingfor_telegram,17766,, ,2024-09-10 13:12:01+00:00,https://t.me/worthfightingfor_telegram/17766,,,2957,5,26,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.555.user.worthfightingfor_telegram.post.17765,1268143151,worthfightingfor_telegram,17765,,Eat real food 💪,2024-09-10 12:47:01+00:00,https://t.me/worthfightingfor_telegram/17765,,,2966,50,31,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.556.user.worthfightingfor_telegram.post.17764,1268143151,worthfightingfor_telegram,17764,, ,2024-09-10 12:16:01+00:00,https://t.me/worthfightingfor_telegram/17764,,,3061,0,38,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.557.user.worthfightingfor_telegram.post.17763,1268143151,worthfightingfor_telegram,17763,,Good morning my friends,2024-09-10 07:24:04+00:00,https://t.me/worthfightingfor_telegram/17763,,,3084,0,8,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.558.user.worthfightingfor_telegram.post.17762,1268143151,worthfightingfor_telegram,17762,, ,2024-09-09 13:21:38+00:00,https://t.me/worthfightingfor_telegram/17762,,,4293,8,51,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.559.user.worthfightingfor_telegram.post.17761,1268143151,worthfightingfor_telegram,17761,,Gm,2024-09-09 07:37:34+00:00,https://t.me/worthfightingfor_telegram/17761,,,3202,0,15,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.560.user.worthfightingfor_telegram.post.17760,1268143151,worthfightingfor_telegram,17760,, ,2024-09-08 20:53:04+00:00,https://t.me/worthfightingfor_telegram/17760,,,3185,11,36,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.561.user.worthfightingfor_telegram.post.17759,1268143151,worthfightingfor_telegram,17759,, ,2024-09-08 13:43:01+00:00,https://t.me/worthfightingfor_telegram/17759,,,7272,0,66,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.562.user.worthfightingfor_telegram.post.17758,1268143151,worthfightingfor_telegram,17758,, ,2024-09-08 13:15:26+00:00,https://t.me/worthfightingfor_telegram/17758,,,3305,6,23,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.563.user.worthfightingfor_telegram.post.17757,1268143151,worthfightingfor_telegram,17757,, ,2024-09-08 12:44:01+00:00,https://t.me/worthfightingfor_telegram/17757,,,4246,0,20,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.564.user.worthfightingfor_telegram.post.17756,1268143151,worthfightingfor_telegram,17756,,"Join me, let's do some pushups, type /roll in the comments and the last two digits of the number given to you are the number of pushups you need to do 💪",2024-09-08 12:24:16+00:00,https://t.me/worthfightingfor_telegram/17756,,,2819,22,1,1,PeerChannel,1268143151.0,worthfightingfor_telegram,2021-07-27 17:29:52,2021-07-27,https://t.me/worthfightingfor_telegram/5337,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.565.user.worthfightingfor_telegram.post.17755,1268143151,worthfightingfor_telegram,17755,, ,2024-09-08 12:18:01+00:00,https://t.me/worthfightingfor_telegram/17755,,,4053,40,14,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.566.user.worthfightingfor_telegram.post.17754,1268143151,worthfightingfor_telegram,17754,,Good morning my friends,2024-09-08 07:29:44+00:00,https://t.me/worthfightingfor_telegram/17754,,,2955,1,12,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.567.user.worthfightingfor_telegram.post.17753,1268143151,worthfightingfor_telegram,17753,,If you want a nice t-shirt to take to the gym check out our store 💪 Order now and get free shipping 👍⬇️⬇️ https://www.westernaesthetics.org,2024-09-07 14:44:01+00:00,https://t.me/worthfightingfor_telegram/17753,,,2990,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.568.user.worthfightingfor_telegram.post.17752,1268143151,worthfightingfor_telegram,17752,, ,2024-09-07 14:42:01+00:00,https://t.me/worthfightingfor_telegram/17752,,,3075,0,29,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.569.user.worthfightingfor_telegram.post.17751,1268143151,worthfightingfor_telegram,17751,, ,2024-09-07 14:18:01+00:00,https://t.me/worthfightingfor_telegram/17751,,,5350,5,43,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.570.user.worthfightingfor_telegram.post.17750,1268143151,worthfightingfor_telegram,17750,, ,2024-09-07 13:43:01+00:00,https://t.me/worthfightingfor_telegram/17750,,,5032,33,15,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
